id|content|labels
Bosch_WAQ_2447_PEE__Opinion_1969141|día laborable|5
Bosch_WAQ_2447_PEE__Opinion_1973928|ala largo|4
Bosch_WAQ_2447_PEE__Opinion_1976345|trabajo bosch marca bosch|5
Bosch_WAQ_2447_PEE__Opinion_1980038|calificacion energetica clase medio|5
Bosch_WAQ_2447_PEE__Opinion_1982224|clase energético ropa oscuara ropa deportivo programa rápido|4
Bosch_WAQ_2447_PEE__Opinion_1984869|metal anti mas probable lavadora mejor|4
Bosch_WAQ_2447_PEE__Opinion_1996511|genialidad técnico lavadora original imitación barato familia numeroso|5
Bosch_WAQ_2447_PEE__Opinion_2001991|problema enorme|5
Bosch_WAQ_2447_PEE__Opinion_2002781|familia medio consumo energético lavadora automático|4
Bosch_WAQ_2447_PEE__Opinion_2003102|color blanco blanco impoluto color blanco aire frío ropa delicado botón electrónico color bonito|4
Bosch_WAQ_2447_PEE__Opinion_2007230|clase energético capacidad máximo gestión inteligente programa especial protección múltiple display digital tiempo restante velocidad máximo cajón autolimpiante señal acústico x ancho|5
Bosch_WAQ_2447_PEE__Opinion_2009031|transporte gratuito trato exquisito trato profesional|4
Bosch_WAQ_2447_PEE__Opinion_2010041|queda super precio super lavadora bosch|5
Bosch_WAQ_2447_PEE__Opinion_2010444| |4
Bosch_WAQ_2447_PEE__Opinion_2010475|mas impecable lavador cotidiano|5
Bosch_WAQ_2447_PEE__Opinion_2017332|programa corto ropa sucio|5
Bosch_WAQ_2447_PEE__Opinion_2019651|familia numeroso color blanco|5
Bosch_WAQ_2447_PEE__Opinion_2020701|gusto personal calidad eficaz ruido fuerte uso constante tarea diario ropa sucuia lavada exelente|5
Bosch_WAQ_2447_PEE__Opinion_2027982|lavadora economica estais dudoso uso diario|4
Bosch_WAQ_2447_PEE__Opinion_2036432|ropa sucio entrenamiento deportivo labor escolar reunión familiar mas fácil actividad cotidiano dificultad aparente área cercano patio posterior|5
Bosch_WAQ_2447_PEE__Opinion_2062737|eficiencia energético consumo energético consumo energético consumo energético gestión inteligente programa especial protección múltiple display digital tiempo restante velocidad máximo cajón dispensador detergente líquido x ancho|4
Bosch_WAQ_2447_PEE__Opinion_2068536|eficiencia energetica efeciencia energetica|5
Bosch_WAQ_2447_PEE__Opinion_2077271|lavadora anterior pitido sonoro tecnología alemán|5
Bosch_WAS28429EE__Opinion_2084631|momento final capacidad alto prenda especial precio actual|4
Bosch_WAS_20160_EE__Opinion_1584155|agua innecesario|4
Bosch_WAS_20420_EE__Opinion_2024730|agua solar abarca bueno agua solar|5
Bosch_WAS_20420_EE__Opinion_2125418|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Bosch_WAS_20440_EE__Opinion_1201804|casa solo lavadora anterior ropa mejor|5
Bosch_WAS_20440_EE__Opinion_1284204|persona adulto ropa oscuro tejido mixto lavado clínico planchado fácil élla solo|5
Bosch_WAS_20461_EE__Opinion_1759636|familia mumerosa ua bueno aire libre capacidad máximo velocidad máximo apertura total cajón dispensador detergente líquido protección múltiple apertura inmediato carga adicional x ancho agua innecesario|4
Bosch_WAS_24420_EE__Opinion_1854661|protección múltiple display digital tiempo restante velocidad máximo cajón dispensador detergente líquido señal acústico aislamiento acústico|5
Bosch_WAS_24420_EE__Opinion_1994984| |5
Bosch_WAS_24420_EE__Opinion_2027136|lava rapidisimo velocidad rapidisima|5
Bosch_WAS_24420_EE__Opinion_2140350|ciencia exacto|5
Bosch_WAS_24420_EE__Opinion_2148917|personal técnico cliente contento móvil directo|5
Bosch_WAS_24460_EE__Opinion_1635571|marca importante tarea fácil modelo similar detalle negativo tarea doméstico|4
Bosch_WAS_2844_XEE__Opinion_1461231|lavadora viejo clase energetica clase energeticas eficiencia energético apertura total cajón dispensador detergente líquido señal acústico filtro autolimpiante válvula ecológico velocidad máximo tiempo restante ciclo especial centrifugado adicional programa especial confirmación acústico opción frío ropa oscuro x ancho|5
Bosch_WAS_2844_XEE__Opinion_1570381|eficiencia energetica programa rapidos ciclo especial cajón dispensador programa especial|5
Bosch_WAS_28461__Opinion_2108299|carga frontal lavadora semanal compañía alemán delegación comercial eficiencia energético color blanco ropa listo tiempo restante|4
Bosch_WAS_28740_EE__Opinion_1996060|consumo energético eficiencia energético capacidad máximo velocidad máximo aislamiento acústico programa especial pala asimétrico iluminación interior señal acústico lavadora perfecto precio extraordinario|5
Bosch_WAS_28740_EE__Opinion_2134264|ropa interior panel digital boton circular panel digital gama alto|5
Bosch_WAS_28890_EE__Opinion_1997335|consumo energético eficiencia energético labadora viejo trasto viejo programa especial vibración cero|4
Bosch_WAY28740EE__Opinion_2094934|eficiencia energético eficiencia energético agua necesario agua necesario sistema antivibración función típico tiempo restante|5
Bosch_WAY2874XEE__Opinion_2095935|calidad cuidadno tipo diferente mas silencioso blanco nuclear color grisáceo|4
Bosch_WBB_24750__Opinion_1102647|medida estándar kilogramo posible control electrónico carga variable vida útil|5
Bosch_WBB_24750__Opinion_1196708|compañia internacional diseño innnovador carga frontal ropa sucio consumo energético gasto energetico|5
Bosch_WBB_24751_EE__Opinion_1301109|encimera ancho x ancho x ancho protección múltiple apertura total display digital cristal líquido pala asimétrico tiempo restante reloj electrónico ciclo especial programa especial indicación acústico válvula ecológico programa automático protección antiarruga|5
Bosch_WFE_2021_EE__Opinion_1804965|servicio inimaginable control tecnologicos|3
Bosch_WFE_2021_EE__Opinion_970161|ropa delicado|5
Bosch_WFG_1660_EE__Opinion_1630905|resultado exelente|5
Bosch_WFH_206_DEE__Opinion_1048926|carga frontal duracion medio lavado completo dato técnico tiempo restante ciclo especial programa especial función especial indicador luminoso|3
Bosch_WFH_2460__Opinion_2004542|plasto duro|3
Bosch_WFLI_2060EE__Opinion_1089548|adema bueno espacio exterior caldera enorme carga frontal carga frontal apra rastero lavado normal palncha facil agua extra|5
Bosch_WFLI_2060EE__Opinion_1453518|modelo disponible función adicional aclarado adicional piloto correspondiente agua fria lavado normal prenda delicado prenda grande lavadora antiguo|4
Bosch_WFL_1362_EE__Opinion_2127618|mas pudiente piso nuevo mas barato lavado sinteticos centrifugado extra aclarado extra agua extra desague frontal lavado normal programa normal control automático pasillo alante descripción general|4
Bosch_WFL_1362_EE__Opinion_899799|marca alemán ropa impecable|4
Bosch_WFL_1663_EE__Opinion_1018872|revolución mejor aparato nuevo control electrónico ropa resistente|4
Bosch_WFL_1663_EE__Opinion_1124156|onfio muchisimo firma bosch resultado excelente lavadora bosch programa especial función especial planchado facil indicador luminoso clasificacion energetica|3
Bosch_WFL_1663_EE__Opinion_1127838|color blanco tipo standard tenia salio|5
Bosch_WFL_1663_EE__Opinion_1135413| |5
Bosch_WFL_1663_EE__Opinion_1147357|tambor negro mas barato|2
Bosch_WFL_1663_EE__Opinion_1149732|electrodomestico ideal color blanco tipo standard|5
Bosch_WFL_1663_EE__Opinion_1151152|camisa medio lavadora convencional ebyurf berywe huwuhgrywu wrutewr uerweruher ruergbewrjwe uegruewrb ewurggwuerbew|2
Bosch_WFL_1663_EE__Opinion_1170509|apertura frontal punto negativo|5
Bosch_WFL_1663_EE__Opinion_1180649|sociedad consumista mas obsoleto mas barato mas barato hermano mayor mas seco ropa solo nota aclaratorio apertura total control electrónico mas delicado programa corto centrifugado adicional consumo energético mas eficiente daño ecológico|5
Bosch_WFL_1663_EE__Opinion_1529273|tipo frontal lavadora mejor|5
Bosch_WFL_2061_BY__Opinion_956735|súper fácil función adicional ropa delicado ropa nuevo lavado distinto mancha aparente suciedad evidente tejido resistente color resistente prenda delicado función adicional|5
Bosch_WFL_206_XEE__Opinion_1092042|aclarado adicional carga maxima programa especial indicador luminoso|4
Bosch_WFL_206_XEE__Opinion_1117321|plan moderno acero inoxidable elemento indispensable consumo energético|5
Bosch_WFL_206_XEE__Opinion_1124351| |4
Bosch_WFL_206_XEE__Opinion_1135609|periodo estival lavadora nuevo paseo tremendo punto limpio centro comercial ordenacion correlativo dia siguiente servicio financiero lavado corto paso firme lavado normal lavado rapido ropa delicado caracteristica espcial uso esporadico esquina inferior lavadora sufrio vendedor solo año igual programa rapido ropa limpio|4
Bosch_WFL_206_XEE__Opinion_974727|innovador lavador sistema antiarruga tecla extraño acero inoxidable aspecto exterior|5
Bosch_WFL_2070__Opinion_1283954| |5
Bosch_WFL_2071_EE__Opinion_1345664|agua fria lavado intensivo|5
Bosch_WFL_2081_EE__Opinion_1209322|ruido normal|2
Bosch_WFO_1663_EE__Opinion_1107171|tejido sintético tejido delicado plan técnico lavadora normal normativa legal|5
Bosch_WFO_1872_EE__Opinion_1374385|carga frontal acero inoxidable condición especial clasificación energética panel digital tiempo restante caso contrario|5
Bosch_WFO_2063_EE__Opinion_1115057|calidad alto gama medio|4
Bosch_WFO_2072_EE__Opinion_1075476|vez ocmo tiempo restante eficiencia energetica|5
Bosch_WFO_2072_EE__Opinion_695560|display digital tiempo restante indicador luminoso aqua spar color blanco|5
Bosch_WFO_2072_EE__Opinion_985024|cosa raro|4
Bosch_WFO_2464_EE__Opinion_1089000|clasificacion energetica programa sencillisimos aeg auqnue|5
Bosch_WFO_2464_EE__Opinion_1102694|soporte inferior|4
Bosch_WFO_2464_EE__Opinion_1107977|ropa seco lava peor ropa limpisima|5
Bosch_WFO_2464_EE__Opinion_1131012|vida medio clasificacion energetica uso particular tipo industrial tiempo restante lavado actual carga frontal|5
Bosch_WFO_2464_EE__Opinion_1131203|electrodoméstico imprescindible|4
Bosch_WFO_2464_EE__Opinion_2095512|servicio técnico color blanco parte frontal pantalla digital programa seleccionable lavado duro|5
Bosch_WFO_246_XEE__Opinion_1059816|lavadora nuevo tienda habitual protección múltiple apertura total ciclo especial programa especial función especial indicador luminoso tiempo restante|4
Bosch_WFO_246_XEE__Opinion_1060483|tiempo restante|5
Bosch_WFO_246_XEE__Opinion_1150984|agua extra jabón líquido mancha blanco|5
Bosch_WFO_246_XEE__Opinion_1171285|agua extra tiempo restante|5
Bosch_WFO_246_XEE__Opinion_920817|cosa nuevo tienda bosch centro comercial sistema antiarruga acero inoxidable|5
Bosch_WFO_247_PEE__Opinion_1995673|tarea doméstico electrodoméstico imprescindible color blanco diseño bueno programa disponible parte izquierdo botón extra planchado fácil agua extra reloj digital agua caliente ropa resistente agua frío agua caliente revolución máximo|3
Bosch_WFR_2842_EE__Opinion_1082558|qua non agua frío tejido blanco lavadora barato|5
Bosch_WFR_2842_EE__Opinion_960475|niño pequeño plancha fácil ciclo especial eficiencia energético ahorro energético lavado inteligente agua necesario armario próximo pala asimétrico tema económico ropa suficiente programa especial agua extra aclarado adicional display digital display digital apertura total ciclo especial programa especial función especial mando único aislamiento acústico|5
Bosch_WFW_2831__Opinion_1353869|centrifugado maximo centrifugado fuerte|2
Bosch_WFXI_2440EE__Opinion_1046273|revolución ajustable lavado mix|5
Bosch_WFXI_2440EE__Opinion_1994976| |4
Bosch_WFX_2463_EE__Opinion_1029073|marca bosch|5
Bosch_WFX_2463_EE__Opinion_1029158|aclarado adicional mas largo|5
Bosch_WFX_2463_EE__Opinion_1037700|clase energético|5
Bosch_WFX_2463_EE__Opinion_1098121|tiempo restante ciclo especial programa especial función especial mando único protección múltiple aislamiento acústico lavadora nuevo|4
Bosch_WFX_2463_EE__Opinion_1116379|d elavadoras valvuola ecologica d edetergente seranm eficaz reclamo sirbven defecto estetico|5
Bosch_WFX_2463_EE__Opinion_1123201| |5
Bosch_WFX_2463_EE__Opinion_1125194|servicio tecnicos|4
Bosch_WFX_2463_EE__Opinion_1128611|prenda fenomenal mano inexperto carga frontal control electronico display digital lavado rapido mas util|5
Bosch_WFX_2463_EE__Opinion_1132099|agua caliente|5
Bosch_WFX_2463_EE__Opinion_1132132|reparación imprevisto|1
Bosch_WFX_2463_EE__Opinion_1133686|agua frío jabón líquido programa económico|4
Bosch_WFX_2463_EE__Opinion_1137176|madre ell eta labadora|4
Bosch_WFX_2463_EE__Opinion_1146402|demas perfecto|4
Bosch_WFX_2463_EE__Opinion_1147743| |5
Bosch_WFX_2463_EE__Opinion_1149606|aclarado adicional mas largo|5
Bosch_WFX_2463_EE__Opinion_1162250|ropa delicado consumo energético ropa delicado agua extra apertura total display digital cristal líquido tiempo restante ciclo especial programa especial|4
Bosch_WFX_2463_EE__Opinion_1162484|precio acorde|4
Bosch_WFX_2463_EE__Opinion_1173684|agua caliente|5
Bosch_WFX_2463_EE__Opinion_1173827| |5
Bosch_WFX_2843_EE__Opinion_1022331|vida mejor ruido peor producto existente tío mayor calidad excelente lavadora nuevo color blanco tamaño estándar display digital tiempo restante conciencia ecológico agua extra planchado fácil prestación especial válvula ecológico filtro autolimpiante|5
Bosch_WFX_2863_EE__Opinion_1123335|gasto superior construcción independiente carga frontal carga completo velocidad diferente programa especial moneda pequeño aislamiento acústico válvula ecológico|5
Bosch_WFX_3243_EE__Opinion_1065729|clase energético color blanco|5
Bosch_WIA_20000_EE__Opinion_2085403|capacidad total acero inóxidable consumo energético|4
Bosch_WIS24161EE__Opinion_2138879|resultado estupendo color blanco eficiencia energético mas caro|4
Bosch_WIS_20161_EE__Opinion_2084891|cosa interesante cajón autolimpiable prenda mayor|3
Bosch_WIS_24460_EE__Opinion_1783592|lavadora convencional color blanco tamaño estándar programa diferente ropa blanco ropa oscuro programa corto toalla blanco gayumbos blanco calcetín blanco limpieza profundo ropa delicado detergente líquido dicho producto|5
Bosch_WIS_24460_EE__Opinion_1783860| |4
Bosch_WIS_24460_EE__Opinion_2031276|fallo electrónico uso intensivo servicio técnico|1
Bosch_WOR_16150_EE__Opinion_1125947|americana típcas|4
Bosch_WOR_16150_EE__Opinion_1202146|lavadora normal nivel normal|5
Bosch_WOR_16152_EE__Opinion_2083562|casa pequeño capacidad claro programa rápido lavado complejo consumo energético|3
Bosch_WOT_20350_EE__Opinion_1096171|color blanco mando único filtro autolimpiante|4
Bosch_WOT_20350_EE__Opinion_1099397|situación actual lavadora familiar|4
Bosch_WOT_20350_EE__Opinion_1114425|lavadora maravilloso forma frontal|5
Bosch_WOT_20350_EE__Opinion_1142578|carga inferior carga superior mas contento anuncio televisisvo protección múltiple ciclo especial programa especial función especial cristal líquido tiempo restante selección automático parada automático parte superior apertura suave|5
Bosch_WOT_20351_EE__Opinion_1808183| |5
Bosch_WOT_20351_EE__Opinion_2094259|parte frontal parte superior ropa limpio apartado correspondiente lavadora perfecto rincón pequeño casa pequeño|4
Bosch_WOT_20351_EE__Opinion_2128139|carga superior paga extra display digital disco duro panel interno ficha fantastica cristal líquido programa especial carga superior recirculación continuo eficiencia energético sistema especial agua continuo aclarado perfecto parada automático filtro desmontable tarea cómodo función especial centrifugado suave agua sobrante|2
Bosch_WOT_24350_EE__Opinion_1201075|tapa forntal|5
Bosch_WOT_24350_EE__Opinion_1283756|cosa importante ropa lleno|5
Brandt_WTC_0611_E__Opinion_824149|carga superior carga horizontal bastanta fácil|5
Bush_A126Q__Opinion_2086152|estancia corto aparato ruidoso lavadora tranquilo apartamento pequeño lavado rápido limpieza completo lavado principal volumen general lavadora ideal prenda delicado lavado diferente opción ecológico agua frío temperatura variable lavado ecológico algodón estándar eficiencia energético velocidad máximo carga parcial humedad restante humedad restante hilado normal|5
Candy_ACS_106_ES__Opinion_961122|pieza interior botón clásico carga superior carga frontal acero inoxidable servicio oficial|4
Candy_AQUA100F__Opinion_2086238|tambor solo eficiencia energético uso sencillo centro comercial|3
Candy_AQUA100F__Opinion_2089872|personal técnico cliente contento móvil directo|5
Candy_AQUA100F__Opinion_2130769|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Candy_AQUA100F__Opinion_2136978|avería gordo|2
Candy_AQUA100F__Opinion_2150877|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Candy_AQ_1000T_Aquamatic__Opinion_1564603|medida alucinante termostato independiente eficiencia energético eficiencia energético|3
Candy_Activa__Opinion_1109408| |5
Candy_Activa__Opinion_1109454|agua restante|5
Candy_Activa__Opinion_1292844|cosa solo|3
Candy_C634XT__Opinion_1150991|compartimento distinto aditivo especial componente líquido tejido resistente tejido mixto tratamiento delicado lana virgen tejido mixto operación distinto centrifugado delicado aire libre limpieza exterior producto abrasivo paño húmedo agua residual paso contrario|4
Candy_CBL_864_ESCO__Opinion_983047|programa rápido detergente líquido detergente líquido manera intermitente aclarado suplementario piel delicado lavado resistente tamaño pequeño ropa delicado lana virgen carga máximo mancha difícil cantidad exacto cosa bueno parte frontal agua frío cocina listo piso actual oído jajaja|3
Candy_CM2_106__Opinion_1389054|vez bueno mas típico|5
Candy_CM2_106__Opinion_1392404|lavadora asequible medida standares carga frontal mas molesto calidad superior eficencia energetica ahorro energetico servicio tecnico servicio tecnico opcion economica|3
Candy_CM2_106__Opinion_1401795|ventaja principal inconveniente principal planchado fácil|3
Candy_CM2_106__Opinion_1418915|clase energetica lavado rapido|5
Candy_CM2_106__Opinion_1424148|ropa impecable manera impécable mui nlenta mui rapida programa especial mui sencillo leeds rojo|4
Candy_CM2_106__Opinion_1672346|centralita electrónico fallo técnico|1
Candy_CM2_116__Opinion_1198130|lavadora diario lavado rapido ropa bueno|4
Candy_CM2_126__Opinion_2112984|tiempo restante parte izquierdo aditivo especial parte central tiempo restante parte derecho concreto tardo vida útil precio competitivo lavadora nuevo|3
Candy_CO106F__Opinion_1846851|cantidad grande tarea diario|3
Candy_CO_107F__Opinion_2005422|carga superior carga frontal carga superior kilo máximo acero inoxidable sistema antidesbordamiento sistema programable pantalla digital|4
Candy_CO_126_F__Opinion_1992129|idea fijo ropa grande|4
Candy_CO_126_F__Opinion_2108478|eficiencia energetica color blanco cosa intermedio mas alto mas seco prenda delicado lavado rápido extra grande|4
Candy_CO_126_F__Opinion_2126076| |3
Candy_CTDF_1008__Opinion_1922397|carga superior tiempo suficiente programa rápido|1
Candy_CTDF_1008__Opinion_2098002|dia siguiente servicio técnico botón mecano|1
Candy_CTD_1266__Opinion_1401885|carga superior gama alto versión anterior panel digital tiempo restante lavado delicado|5
Candy_CTF_1006__Opinion_2127836|carga superior precio medio laguna web color blanco|4
Candy_CTF_1055__Opinion_1860788|reparación vitrocerámicas reparación secador reparación frigorífico repararsu electrodoméstico|5
Candy_CTF_1055__Opinion_1860809|reparación vitrocerámicas reparación secador reparación frigorífico repararsu electrodoméstico|5
Candy_CTF_1055__Opinion_2056145|personal técnico cliente contento móvil directo|5
Candy_CTG_1056__Opinion_1222729|carga superior motivo estructural carga superior comodidad total cosa delicado|4
Candy_CTL_85_TV__Opinion_1104965|carga superior niño pequeño curiosidad infantil rueda inferior eficiencia energético consumo energético prenda delicado lavado rápido|5
Candy_CTS_50__Opinion_1030754|agua caliente ruido solo lavadora viejo lavada detergente|4
Candy_CTS_82_SY__Opinion_1139290|ropa pequeño mas difícil fila lleno mas nuevo modelo nuevo mas seco|5
Candy_CTT_64_T__Opinion_1303837|carga superior tenia electrodomestico|1
Candy_CTT_66_T__Opinion_1223359|consumo bajo antenimiento mínimo agua duro producto anticaloría niño pequeño agua necesario nivel superior|5
Candy_CXQB80_A25WH__Opinion_2131245|carga superior ropa sucio sistema americano hiostoria total|2
Candy_C_1025_Smart__Opinion_1094832|clase energético opción fácil mancha difícil carga variable|5
Candy_C_1025_Smart__Opinion_1107979|q serio agua fria trabajo diario lavadora tradicional manejo diferente carga variable consumo electrico tejido diverso temperatura medio fase dinamicas fase estaticas programa rapido minuto aprox|5
Candy_C_1025_Smart__Opinion_1368687|ropa delicado agua caliente|5
Candy_C_1025_Smart__Opinion_973261|opción posible precio inmejorable carga medio lavado rápido botón antiarruga lavado rápido asomo accesible|4
Candy_GC4_1061_D_2_1S__Opinion_2126944|parte fundamental ropa limpio|4
Candy_GC_1081_D1__Opinion_2135385|carga frontal parte superior diferencia notable|4
Candy_GC_1271_D1__Opinion_2083546|marca duradero clase energético lavadora solo función interesante forma automático tiempo restante función especial lavado rápido planchado fácil diseño exclusivo color blanco parte frontal tiempo restante lavadora ideal|3
Candy_GODF800__Opinion_2086149|vida útil lavado semanal centrifugado decente eficiencia energético lavado rápido agua frío prenda delicado minuto rápido parte inferior uso eficiente tambor grande|5
Candy_GODF_800__Opinion_2128323|característica maravilloso eficiencia energético prenda delicado carga medio carga completo pantalla digital panel frontal|5
Candy_GO_106_1__Opinion_1381464|tiempo restante piloto anterior puerta justo lavodora continuo tejido mixto gente alergica memoria interno tiempo restante tejido resistente programa especial centrifugado energetico programa mix ciclo rapido programa especial|5
Candy_GO_106_1__Opinion_1543636|programa rapido prenda delicado programa anti carga variable buey inmenso prenda grande diseño atractivo precio competitivo|5
Candy_GO_106_1__Opinion_1739161|servicio técnico tambor lleno ruido insoportable servicio técnico tambor lleno ruido insoportable|1
Candy_GO_106_1__Opinion_2000901|futuro comprador ruido ensordecedor borde inferior|2
Candy_GO_106_1__Opinion_2090275| |4
Candy_GO_126__Opinion_1486997|clase energético eficiencia energético parte superior|4
Candy_GO_126__Opinion_1739158|servicio técnico tambor lleno ruido insoportable servicio técnico tambor lleno ruido insoportable|1
Candy_GO_127_DF__Opinion_1803103|clase energético agujero interior cosa grande retraso máximo mecanismo electrónico lavado corto tejido resistente tejido mixto tejido delicado programa especial centrifugado fuerte fase dinámico ciclo rápido lavado completo ciclo rápido lavado completo señal referente servicio técnico consumo energético lavadora inteligente|5
Candy_GO_127_DF__Opinion_2054693|personal técnico cliente contento móvil directo|5
Candy_GO_127_DF__Opinion_2132219|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Candy_GO_1282_D__Opinion_2027983|manta enorme king size programa económico lavado económico lana virgen plancha fácil|5
Candy_GO_1282_D__Opinion_2125509|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Candy_GO_1282_D__Opinion_2145098|ropa negro ropa blanco ropa negro súper limpio agua frío programa rápido clase energético|5
Carrefour_Home_HLF105APW_13__Opinion_2119413| |4
Carrefour_Home_HLF105APW_13__Opinion_2135496|lavadora nuevo electrodoméstico actual vida útil desperfecto estético tienda pequeño marca ansonica carga frontal lavado ecologicos poso sucio prenda sintético ropa delicado opción adicional aclarado extra ropa quedaria centrifugado adicional garantia adicional lavadora nuevo experiencia personal reticencia inicial marca blanco marca blanco marca nacional uso correcto tiempo posible|5
Carrefour_Home_HLF_1005_W_11__Opinion_1839392|lado bueno mas economica acero inoxidable|3
Carrefour_Home_HLF_1005_W_11__Opinion_1978668|cosa necesario prestación necesario ropa delicado lavado rápido uso suavizante cosa interesante cosa delicado programa específico función anti dedo travieso camino natural carga superior carga frontal sitio disponible interés general persona pequeño oferta mejor lavadora mejor nave espacial lavado diario manera posible opción económico|4
Carrefour_Home_HLF_1005_W_11__Opinion_1989591|día solo|5
Carrefour_Home_HLF_1005_W_11__Opinion_1994887|producto difícil carga frontal lavadora anterior parte frontal lavadora actual rueda pequeño rueda grande ropa deportivo protuberancia interno plástico gris característica adicional impacto ambiental información justo ropa sintético símbolo identificativo ropa delicado centrifugado extra calcetín medio tejido junto agua caliente lavado delicado ropa deportivo jabón fuerte prenda seco programa mix protuberancia interno compartimiento lateral|3
Carrefour_Home_HLF_1005_W_11__Opinion_1998099|palabra bueno servicio técnico familia limpio|1
Carrefour_Home_HLF_1005_W_11__Opinion_2012483|agua caliente programa solo lavadora lleno|3
Carrefour_Home_HLF_105_APS__Opinion_2134239|tele alto programa normal ropa salio error total opinión personal beso compis|1
Carrefour_Home_HLF_105_APS__Opinion_2136885|mas seco clima frios lavadora difícil colada normal ropa normal ropa grande ruido excesivo cosa normal mancha grande lavadora blanco clasificación energético familia grande|3
Carrefour_Home_HLF_1207_W_11__Opinion_1903751|marca blanco dinosaurio inservible lavadora eficiente multiple fallo ropa seco aclarado extra planchado fácil parecer indiferente utilizacion sencillo problema menor agua caliente programa delicado ropa deportivo mezcla sintetica centrifugado impecable centrifugado adiccionales programa posible duración exacto función adicional planchado facil pequeño inconveniente ropa sucisima agua caliente colada normal mas importante|4
Clatronic_MWA_3101__Opinion_2131027|comodidad posible programa complejo parte superior ropa limpio temporada largo|5
Corbero_Kurbin_CLA_7101_W__Opinion_2155947|electrodómestico básico rendimiento excepcional carga frontal medida convencional eficiencia energético función simple lavadora duradero consumo anual|4
Corbero_LC_450__Opinion_969816|lavaodra nuevo tamaño normal|3
Corbero_LC_850__Opinion_1493491|ropa blanco|4
Corbero_LC_880_E__Opinion_1259335|mas fácil mas caro tornillo trasero carga máximo ropa blanco mando selector planchado fácil centrifugado corto centrifugado corto segundo especial opción antiarruga parte frontal|4
Corbero_LC_880_E__Opinion_1283554|lavado perfecto|5
Corbero_LC_880_E__Opinion_1731889|marca filial marca sueco precio razonable diseño correcto luz verde agua frío programa antiarruga programa normal|4
Corbero_LC_880_E__Opinion_2110652| |5
Corbero_LI_860_1__Opinion_957962|madre tia|5
Corbero_LT_570__Opinion_1140524|piso pequeño piso pequeño solución pequeño alojamiento definitivo tambor interno parte superior tapa cobertora carga frontal|3
Daewoo_DWDF1081__Opinion_2003715|carga frontal carga frontal ahorro energético consumo eléctrico bloqueo infantil|4
Daewoo_DWDF_1212__Opinion_1485630|ruído enorme servicio técnico parte superior edredón nórdico prenda delicado sorpresa similar|5
Daewoo_DWDF_1212__Opinion_1645254|olor horrible|5
Daewoo_DWDF_1212__Opinion_1928317|servicio técnico servicio técnico motor variable|1
Daewoo_DWDF_1212__Opinion_2005000|agvua frío parte exterior paño suave parte interior ciclo completo lavado rápido programa largo lavado normal|3
Daewoo_DWDF_1212__Opinion_2123227|ge neral|1
Daewoo_DWD_F1011S__Opinion_1642311|ropa limpio clasificación energético csa comercial precio similar toque moderno web oficial familia numeroso clase energético tienda coitidianas casa comercial lavado inteligente lavado distinto tecnología nano sistema antibiótico descripción físico apartado específico fución antiarruga tarifa eléctrico descripción físico color blanco parte izquierdo parte izquierdo indicador luminoso aclarado extra programa disponible parte central carga frontal color blanco parte inferior opción general aclarado extra programa disponible programa antiarruga programa rápido opción ideal lavadora excelente servicio técnico precio excelente o adjunto|5
Daewoo_DWD_F1011S__Opinion_2020259|aclarado larguisimo|2
Daewoo_DWD_F1041S__Opinion_1703528|opinion general mas interesante|4
Daewoo_DWD_F1041S__Opinion_1741958|casa nuevo lavavajillas bosch o dire|4
Daewoo_DWD_F1242S__Opinion_2054887|garantía solo servicio técnico casa solo|1
Daewoo_DWD_F_1011__Opinion_1263747| |1
Daewoo_DWD_F_1012_S__Opinion_1660664|opinio ciao redcom mandaria fjsdfj\xc3\xa7asdjfsjdfñjsd ñlfjñslejdñlsfjsdlsfjllfjlsjflsjfljsl|4
Daewoo_DWD_F_1012_S__Opinion_1769944|manera sencillo tarifa nocturno niño pequeño pantalla digital mancha difícil|4
Daewoo_DWD_F_1012__Opinion_1065064|lavadora nuevo programador electronico sistema nuevo|3
Daewoo_DWD_F_1012__Opinion_1448708|parecio interesante|4
Daewoo_DWD_F_1221__Opinion_1491032|servicio técnico|2
Daewoo_DWD_F_1221__Opinion_1519360|situado justo familia normal día normal sistema adicional programa normal agua caliente prenda sensible programa corto programa corto compartimento diferente parte izquierdo opción adiconales|4
Daewoo_DWD_F_1221__Opinion_1537238|tipo familiar mas dificil niño travieso tono acústico carga superior|5
Daewoo_DWD_G1081T__Opinion_1999126|tambor horizontal dato útil control electrónico lave solo|5
Daewoo_DWD_G1081T__Opinion_2043300|agua caliente sábana fino lavadora básico marca nuevo lavadora pronto|2
Daewoo_DWD_G1081T__Opinion_2130226|medio ambiente|4
Daewoo_DWD_L1021__Opinion_1847773|potro salvaje sevicio técnico carga correcto servicio técnico|1
Daewoo_DWD_L1021__Opinion_1847827|adema seguro|1
Daewoo_DWD_L1021__Opinion_2114783|rodamiento imposible servicio técnico muerte súbito servicio técnico|1
